ID_Cliente,Nome,Endereco,CPF,Sexo,Data_Nascimento,Email,Telefone,Status
130,Guilherme Campos,GO;Goiânia;Parque Amazônia;Vale João Felipe Jesus,856.437.012-35,Masculino,1998-11-13,thomasmartins@ramos.br,(62) 94334-4241,Ativo
131,Maria Sophia Cardoso,GO;Goiânia;Setor Oeste;Vereda Esther da Luz,869.417.350-66,Masculino,2005-04-25,erick34@da.com,(62) 94352-3330,Ativo
132,Bárbara Rodrigues,GO;Aparecida de Goiânia;Parque Amazônia;Praia Caroline da Cunha,236.478.591-09,Feminino,1979-03-27,pedro-lucasporto@moraes.br,(62) 97195-3037,Ativo
133,Miguel Araújo,GO;Aparecida de Goiânia;Centro;Setor Thomas Viana,427.953.086-65,Feminino,1974-08-02,freitaslevi@bol.com.br,(62) 94460-9199,Ativo
134,Vitor Hugo Pires,GO;Goiânia;Centro;Vale de Pereira,517.608.423-62,Masculino,1996-10-03,vcavalcanti@jesus.org,(62) 97078-6280,Ativo
135,Paulo Cunha,GO;Aparecida de Goiânia;Vila Brasília;Ladeira Costela,548.726.031-17,Masculino,1973-08-21,monteiroemilly@teixeira.com,(62) 99424-1339,Cancelado
136,Srta. Elisa da Conceição,GO;Aparecida de Goiânia;Setor Oeste;Núcleo de Ramos,246.370.819-04,Masculino,2007-12-27,sabrinanovaes@uol.com.br,(62) 92870-8708,Ativo
137,Giovanna Almeida,GO;Aparecida de Goiânia;Centro;Viela Sarah Barros,374.265.189-73,Masculino,2009-06-09,emoraes@da.br,(62) 99590-8141,Ativo
138,Caio Ramos,GO;Goiânia;Setor Bueno;Via de da Cunha,429.058.761-58,Feminino,1960-09-07,ana-lauraramos@pereira.com,(62) 95700-7690,Ativo
139,João Vitor Lima,GO;Aparecida de Goiânia;Vila Brasília;Praça Costela,123.457.069-61,Feminino,2008-12-24,tcarvalho@almeida.br,(62) 96744-9117,Ativo
140,Ana Julia Dias,GO;Aparecida de Goiânia;Centro;Morro Milena da Rosa,628.045.973-00,Masculino,1985-08-24,cavalcantipedro-lucas@jesus.com,(62) 97451-2442,Ativo
141,Sofia da Costa,GO;Aparecida de Goiânia;Jardim Goiás;Sítio Gomes,165.329.480-98,Feminino,1987-08-06,davicastro@hotmail.com,(62) 98431-1018,Ativo
142,Srta. Mirella Jesus,GO;Aparecida de Goiânia;Parque Amazônia;Parque Peixoto,137.540.692-25,Masculino,1973-07-23,pgoncalves@duarte.br,(62) 93073-9494,Ativo
143,Sr. Vitor Hugo Ribeiro,GO;Goiânia;Setor Oeste;Chácara Daniela da Rocha,869.530.174-57,Feminino,1964-07-18,alvesluiz-miguel@barbosa.org,(62) 90845-4335,Ativo
144,Luiz Otávio Martins,GO;Goiânia;Parque Amazônia;Aeroporto de da Cruz,170.259.836-59,Feminino,1986-03-02,maria63@farias.br,(62) 97941-2989,Ativo
145,Isabel Silveira,GO;Goiânia;Setor Bueno;Quadra Daniela Moreira,410.236.785-35,Masculino,1994-10-10,viniciuscostela@ig.com.br,(62) 95091-1224,Ativo
146,Luiz Felipe da Cunha,GO;Goiânia;Jardim Goiás;Sítio Peixoto,093.872.564-56,Masculino,1984-08-06,sophia19@dias.com,(62) 97560-2924,Ativo
147,Igor Farias,GO;Aparecida de Goiânia;Jardim Goiás;Lagoa Pietro Carvalho,802.149.356-98,Feminino,1987-11-27,davi-lucas95@gmail.com,(62) 98337-5479,Ativo
148,Laís Alves,GO;Goiânia;Centro;Vila de Alves,389.107.546-48,Masculino,1984-09-06,heloisa49@rezende.br,(62) 97483-3369,Ativo
149,Sr. Vitor Hugo Nascimento,GO;Aparecida de Goiânia;Centro;Pátio de Moura,670.152.834-17,Feminino,2009-01-24,da-rochaemanuelly@hotmail.com,(62) 96798-6568,Cancelado
150,Sofia Cardoso,GO;Aparecida de Goiânia;Vila Brasília;Fazenda Davi Lucas da Paz,348.629.517-91,Feminino,1999-02-06,luizanovaes@caldeira.com,(62) 94891-9022,Trancado
151,Yago Cavalcanti,GO;Aparecida de Goiânia;Jardim Goiás;Viela Jesus,853.726.904-29,Feminino,1970-02-25,ana-sophiarezende@oliveira.com,(62) 95654-6446,Ativo
152,Dra. Maria Barbosa,GO;Goiânia;Jardim Goiás;Sítio Rafaela Vieira,680.529.173-95,Feminino,1974-03-18,diegofarias@yahoo.com.br,(62) 93090-4912,Ativo
